"Permit_Number","Date_of_Submission","Date_of_Permit_Issuance","Completed_Date","Expiration_Date","Permit_Name","Work_Type","Primary_Work_Scope","Permit_Status","HRM_ID","Civic_Number","Street_Name","Community","PID","Most_Recent_Inspection","Type_of_Structure","Work_Description","Active_Parcel","Date_Inspection_Completed",District,Inspection_Outcome
"DEV-ROW-2022-08944","2022-06-22 12:00:00","2022-06-28 12:00:00","2022-11-21 12:00:00","2022-07-31 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Expired (Closed)",300001739,,"SPRING GARDEN RD","HALIFAX",,,"Commercial","Existing CIBC sign faces are to be replaced with new faces as CIBC has changed their Branding. There is four (4) signs to be changed",,,"Unidentified",
"DEV-ROW-2022-08983",,,"2022-06-28 12:00:00",,"Development - Right of Way Permit","Temporary Work","Encroachment Only","Cancelled",,,,,,,"Not Associated to a Building",,,,"Unidentified",
"DEV-ROW-2022-09116","2022-07-06 12:00:00","2022-07-29 12:00:00",,"2025-07-13 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Issued",158390,"114","MACPHEE CRES","BEAVER BANK","41357427","Engineering - ROWD - Reinstatement","Dwelling - Single Detached","New driveway access for single detached home.","Y","2023-06-13 12:00:00","District 15","Passed"
"DEV-ROW-2022-09174","2022-06-28 12:00:00","2022-08-17 12:00:00","2023-11-29 12:00:00","2024-05-29 12:00:00","Development - Right of Way Permit","Utility Work","Underground / Buried Mains","Completed",300002693,,"HERRING COVE RD","HALIFAX",,"Traffic Management - ROW - Warranty","Not Associated to a Building","Street access work to extend water and sewer services to new subdivision",,"2023-11-29 12:00:00","Unidentified","Passed"
"DEV-ROW-2022-09189","2022-06-28 12:00:00","2023-04-03 12:00:00","2024-02-21 12:00:00","2024-04-03 12:00:00","Development - Right of Way Permit","Utility Work","Underground / Buried Mains","Completed",300001792,,"CHURCHILL DR","HALIFAX",,"Traffic Management - ROW - Warranty","Dwelling - Single Detached","Connection for the water main and laterals at the street",,"2024-02-21 12:00:00","Unidentified","Waived"
"DEV-ROW-2022-09283","2022-08-11 12:00:00","2022-08-26 12:00:00","2024-10-31 12:00:00","2026-12-01 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Completed",144205,"606","SANDWICK DR","HAMMONDS PLAINS","41244369","Engineering - ROWD - Warranty","Dwelling - Single Detached","to install driveway and culvert","Y","2024-10-31 12:00:00","District 14","Passed"
"DEV-ROW-2022-09322","2022-07-05 12:00:00","2022-07-12 12:00:00","2024-10-31 12:00:00","2024-10-31 12:00:00","Development - Right of Way Permit","Temporary Work","Crane","Expired (Closed)",700000650,,"GOTTINGEN ST","HALIFAX",,,"Commercial","Erection and operation of tower crane for a new development",,,"Unidentified",
"DEV-ROW-2022-09423","2022-07-04 12:00:00","2023-06-13 12:00:00","2024-01-31 12:00:00","2024-01-31 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Expired (Closed)",200002277,,"WENTWORTH ST","DARTMOUTH",,,"Commercial","This encroachment permit for building a concrete landing and stairs in front of Oxalis Restaurant as to improve public safety when entering and exiting the restaurant.",,,"Unidentified",
"DEV-ROW-2022-09489","2022-07-05 12:00:00","2022-07-20 12:00:00","2024-04-16 12:00:00","2024-10-31 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Completed",126483,"3475","HIGHWAY 7","LAKE ECHO","40863656","Engineering - ROWD - Warranty","Dwelling - Single Detached","I am building a house on this property I need a driveway into the property as soon as possible","Y","2024-04-16 12:00:00","District 02","Passed"
"DEV-ROW-2022-09555","2022-07-06 12:00:00","2022-07-14 12:00:00","2023-09-15 12:00:00","2023-07-31 12:00:00","Development - Right of Way Permit","Utility Work","Pole & Anchor","Expired (Closed)",300000617,,"JOSEPH HOWE DR","HALIFAX",,,"Not Associated to a Building","Replacing a 30ft cl4 pole with 40ft cl4 , to raise cable height across new development.

Staked by NSP. NSP Sketch+ Pictures attached, call (902)430-4744 (Mike) if needed.",,,"Unidentified",
"DEV-ROW-2022-09617","2022-07-21 12:00:00",,,,"Development - Right of Way Permit","Temporary Work","Crane","Applicant Revisions",300001496,,"BARRINGTON ST","HALIFAX",,,"Dwelling - Multiple Units","Need to have a lane drop in order to accommodate a portable crane on the street which will be lifting supplies to the roof.",,,"Unidentified",
"DEV-ROW-2022-09695","2024-05-09 12:00:00","2024-05-22 12:00:00",,"2025-05-21 12:00:00","Development - Right of Way Permit","Utility Work","Underground / Buried Mains","Issued",200002456,,"ALPINE DR","DARTMOUTH",,,"Dwelling - Single Detached","Service Connections",,,"Unidentified",
"DEV-ROW-2022-09756","2022-07-11 12:00:00","2022-07-21 12:00:00","2023-11-02 12:00:00","2024-04-30 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Expired (Closed)",300001781,,"MORRIS ST","HALIFAX",,,"Mixed Use - Residential & Other Use(s)","We are changing the glass in all of the units at Vic suites. There are two locations that require overhead protection on the sidewalk to keep pedestrians safe while the work is ongoing overhead.",,,"Unidentified",
"DEV-ROW-2022-09793","2022-07-13 12:00:00","2022-07-20 12:00:00","2023-12-20 12:00:00","2023-12-18 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Expired (Closed)",300002110,,"EDWARD ST","HALIFAX",,,"Dwelling - Single Detached","temporary closure of a portion of the sidewalk at Edward Street to facilitate demolition of 1245 Edward Street .",,,"Unidentified",
"DEV-ROW-2022-10080","2022-07-19 12:00:00","2022-07-22 12:00:00","2023-03-01 12:00:00","2022-08-31 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Expired (Closed)",300001482,,"PRINCE ST","HALIFAX",,,"Commercial","application for permanent encroachment for a projection sign.",,,"Unidentified",
"DEV-ROW-2022-10107","2022-07-19 12:00:00","2022-07-20 12:00:00","2023-03-08 12:00:00","2022-09-30 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Completed",700000662,,"GOTTINGEN ST","HALIFAX",,"Engineering - ROWD - Encroachment Final","Commercial","we are replacing they Electrical Service at 2030 Gottingen ST (Vimy Arms). NSP is also replacing the Pad mount transformer. We would like to park a Temporary Generator on the sidewalk in front of the building to power the building . Starting August 25th to September 2",,"2023-03-08 12:00:00","Unidentified","Passed"
"DEV-ROW-2022-10115","2022-07-24 12:00:00","2022-07-27 12:00:00",,"2025-05-30 12:00:00","Development - Right of Way Permit","Street Closure","Street Closure","Issued",200001657,,"CALEDONIA RD","DARTMOUTH",,,"Commercial","Construct 64 unit apartment building with commercial on main floor.",,,"Unidentified",
"DEV-ROW-2022-10154","2022-07-26 12:00:00",,,,"Development - Right of Way Permit","Utility Work","Underground / Buried Laterals","Applicant Revisions",300001615,,"VERNON ST","HALIFAX",,,"Dwelling - Multiple Units","connecting to Vernon street for sanitary",,,"Unidentified",
"DEV-ROW-2022-10241","2022-07-21 12:00:00","2022-07-29 12:00:00",,"2025-07-25 12:00:00","Development - Right of Way Permit","Utility Work","Underground / Buried Laterals","Issued",300000672,,"RUSSELL ST","HALIFAX",,"Traffic Management - ROW - Reinstatement","Commercial","Building connection for water and storm/ sewer being replaced from existing building to the main lines in the street.",,"2023-07-26 12:00:00","Unidentified","Passed"
"DEV-ROW-2022-10420","2022-07-26 12:00:00","2022-09-22 12:00:00",,"2025-02-03 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Expired",9284,"48","KEARNEY LAKE RD","HALIFAX","00303198","Engineering - ROWD - Reinstatement","Dwelling - Multiple Units","House is located between 2 streets kearney lake and 14 pinewood terr, We are looking to add a second driveway for the secondary suite located off pinewood. Street has no curbs.","Y","2023-02-09 12:00:00","District 10","Passed"
"DEV-ROW-2022-10614","2022-07-29 12:00:00",,"2022-08-22 12:00:00",,"Development - Right of Way Permit","Temporary Work","Encroachment Only","Withdrawn",700004551,,"WINDMILL RD","DARTMOUTH",,,"Dwelling - Townhouse","I am moving to 79 Windmill Rd in Dartmouth, and my belongings are in a 16-ft container. It cannot be delivered to the address' driveway due to overhead wires, so I would like a permit to park it on the street for 7 days, if possible. Thank you.",,,"Unidentified",
"DEV-ROW-2022-10640","2022-08-02 12:00:00","2022-08-11 12:00:00",,"2026-05-29 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Issued",20602,"1831","ST MARGARETS BAY RD","TIMBERLEA","40027104","Engineering - ROWD - Reinstatement","Commercial","install a new driveway access to the St Margarets Bay Rd","Y","2024-10-17 12:00:00","District 12","Passed"
"DEV-ROW-2022-10702","2022-08-03 12:00:00",,,,"Development - Right of Way Permit","Temporary Work","Encroachment Only","Application Incomplete",300002206,,"TOWER RD","HALIFAX",,,"Dwelling - Townhouse","We need to do some roofing work on our house at 1047 Tower Road from August 15-26th. We will be renting a zoom boom and will need to close the sidewalk in front of our house for 2 or 3 days in that time frame.",,,"Unidentified",
"DEV-ROW-2022-10756","2022-08-04 12:00:00","2022-08-19 12:00:00","2023-11-09 12:00:00","2022-09-30 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Expired (Closed)",300001681,,"ROBIE ST","HALIFAX",,,"Dwelling - Single Detached","Sidewalk encroachment required for safe clearance during structural demolition.",,,"Unidentified",
"DEV-ROW-2022-10793","2022-08-05 12:00:00",,"2022-09-13 12:00:00",,"Development - Right of Way Permit","Utility Work","Underground / Buried Mains","Withdrawn",200002716,,"JOHN CROSS DR","DARTMOUTH",,,"Institutional and Governmental","Civil works to the new NSCC student housing building for the Akerley campus at the corner of Main and Woodlawn. 
The water and sanitary connection will be made on John Cross dr. between 35 and 29 John cross dr.",,,"Unidentified",
"DEV-ROW-2022-10888","2022-08-08 12:00:00",,"2022-11-29 12:00:00","2022-11-28 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Cancelled",300002962,,"LUNDYS LANE","HALIFAX",,,"Dwelling - Multiple Units","Permit to use 8 parking spaces owned by HRM in Lunds Lane to facilitate work associated with BPCOM-2022-09812 (building parkade rehabilitation).",,,"Unidentified",
"DEV-ROW-2022-10922","2022-08-18 12:00:00","2023-01-03 12:00:00",,"2025-03-31 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Issued",200002579,,"DAWSON ST","DARTMOUTH",,,"Mixed Use - Residential & Other Use(s)","We are building a 114 unit apartment building and will require the use of the sidewalk and half of Dawson Street to satisfy our CMP. The sidewalk on Wyse road will have covered access.",,,"Unidentified",
"DEV-ROW-2022-10967","2022-08-12 12:00:00","2022-10-06 12:00:00",,"2026-05-23 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Issued",140374,"134","WILLIAMS LAKE RD","HALIFAX","41232125","Engineering - ROWD - Warranty","Dwelling - Single Detached","New Residential Building","Y","2024-04-25 12:00:00","District 11","Cancelled"
"DEV-ROW-2022-11069","2022-08-10 12:00:00","2022-09-01 12:00:00","2022-11-23 12:00:00","2022-10-31 12:00:00","Development - Right of Way Permit","Street Closure","Street Closure","Expired (Closed)",100002586,,"HAMMONDS PLAINS RD","HAMMONDS PLAINS",,,"Commercial","Street closure needed to allow installation of new water main along Hammonds Plains right of way at entrance of Voyageur Way",,,"Unidentified",
"DEV-ROW-2022-11193","2022-10-21 12:00:00","2023-03-23 12:00:00",,"2027-01-08 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Issued",174510,"5547","SULLIVAN ST","HALIFAX","00127175","Engineering - ROWD - Reinstatement","Dwelling - Multiple Units","New Single Family Home with accessory suite","Y","2025-01-08 12:00:00","District 08","Passed"
"DEV-ROW-2023-02008","2023-02-27 12:00:00","2023-02-27 12:00:00","2023-09-28 12:00:00","2023-12-31 12:00:00","Development - Right of Way Permit","Street Closure","Street Closure","Completed",300001985,,"COLLEGE ST","HALIFAX",,,"Dwelling - Multiple Units","Multiple closures.

First closure will be February 28th, 2023 from 7am until 4pm.",,,"Unidentified",
"DEV-ROW-2024-03721",,,"2024-04-03 12:00:00",,"Development - Right of Way Permit","Driveway Access","Driveway Access","Cancelled",,,,,,,"Dwelling - Single Detached","To widen current driveway from 10' to 16'",,,"Unidentified",
"DEV-ROW-2024-03733","2024-04-03 12:00:00","2024-08-14 12:00:00",,"2025-04-01 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Issued",300001630,,"CHERRY ST","HALIFAX",,,"Dwelling - Multiple Units","Excavation for Multi-Unit Building",,,"Unidentified",
"DEV-ROW-2024-03737","2024-04-03 12:00:00","2024-08-14 12:00:00",,"2025-03-31 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Issued",300001630,,"CHERRY ST","HALIFAX",,,"Dwelling - Multiple Units","Protected Temporary for Excavation for Multi-Unit Building",,,"Unidentified",
"DEV-ROW-2024-03752","2024-04-03 12:00:00","2024-06-03 12:00:00",,"2025-05-15 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Issued",184054,"5510","MACARA ST","HALIFAX","00127506","Engineering - ROWD - Pre-Construction","Dwelling - Multiple Units","Driveway Access for Apartment Building","Y","2024-10-30 12:00:00","District 08","Passed"
"DEV-ROW-2024-03789","2024-04-04 12:00:00",,"2024-04-07 12:00:00",,"Development - Right of Way Permit","Temporary Work","Excavation Only","Withdrawn",700003480,,"WALKER AVE","LOWER SACKVILLE",,,"Commercial","A new multi story storage facility",,,"Unidentified",
"DEV-ROW-2024-03844","2024-04-05 12:00:00","2024-04-09 12:00:00",,"2025-04-08 12:00:00","Development - Right of Way Permit","Utility Work","Pole & Anchor","Issued",700008360,,"WILKINSON AVE","DARTMOUTH",,,"Industrial","Install (1) new 55FT-2 CCA incidental mainline pole & transfer (2) strands to service the existing EHS building.",,,"Unidentified",
"DEV-ROW-2024-04041","2024-04-23 12:00:00","2024-05-01 12:00:00",,"2026-04-30 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Issued",43994,"466","SACKVILLE DR","LOWER SACKVILLE","40003485","Engineering - ROWD - Pre-Construction","Commercial","Addition to Existing Auto Repair Garage
Existing Two Driveway, Converting to One","Y","2024-05-02 12:00:00","District 15","Passed"
"DEV-ROW-2024-04128","2024-04-10 12:00:00","2024-10-03 12:00:00",,"2025-04-01 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Issued",300000568,,"STRAWBERRY HILL ST","HALIFAX",,,"Dwelling - Multiple Units","Temporary Sidewalk Encroachment for Site Protection",,,"Unidentified",
"DEV-ROW-2024-04149","2024-04-23 12:00:00","2024-07-03 12:00:00",,"2025-07-03 12:00:00","Development - Right of Way Permit","Utility Work","Underground / Buried Mains","Issued",200003178,,"HIGHWAY 7","WESTPHAL",,"Traffic Management - ROW - Reinstatement","Not Associated to a Building","Installation of water and storm sewer mains within the HRM ROW along Main Street/Highway 7, Westphal, NS. This work is part of a driveway construction project for a future long term care facility. Please see attached design drawings by SDMM for detailed information of the buried main connections.",,"2024-12-03 12:00:00","Unidentified","Passed"
"DEV-ROW-2024-04251","2024-04-11 12:00:00","2024-04-19 12:00:00",,"2026-04-19 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Issued",49360,"33","LEAMAN DR","DARTMOUTH","40171886","Engineering - ROWD - Pre-Construction","Dwelling - Multiple Units","New driveway for 50 Unit Apartment Building (from Leaman Drive)","Y","2024-04-30 12:00:00","District 05","Passed"
